referenceDesignator,deployNum,deployYear,rawFile,rawSerialNumber,attemptedAt,filesTried
CE02SHBP-LJ01D-05-ADCPTB104,1.0,2014,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2015/02/ADCPTB104_10.33.14.5_2101_20150219T2000_UTC.dat,18493,2026-09-18,ADCPTB104_10.33.14.5_2101_20150219T2000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,2.0,2015,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2016/01/ADCPTB104_10.33.14.5_2101_20160126T0000_UTC.dat,19003,2026-09-18,ADCPTB104_10.33.14.5_2101_20160126T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,3.0,2016,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2017/02/ADCPTB104_10.33.14.5_2101_20170215T0000_UTC.dat,18493,2026-09-18,ADCPTB104_10.33.14.5_2101_20170215T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,4.0,2017,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2018/02/ADCPTB104_10.33.14.5_2101_20180203T0000_UTC.dat,19003,2026-09-18,ADCPTB104_10.33.14.5_2101_20180203T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,5.0,2018,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2018/12/ADCPTB104_10.33.14.5_2101_20181225T0000_UTC.dat,22115,2026-09-18,ADCPTB104_10.33.14.5_2101_20181225T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,6.0,2019,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2020/01/ADCPTB104_10.33.14.5_2101_20200118T0000_UTC.dat,18493,2026-09-18,ADCPTB104_10.33.14.5_2101_20200118T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,7.0,2020,none,-99999,2026-09-18,
CE02SHBP-LJ01D-05-ADCPTB104,8.0,2021,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2022/02/ADCPTB104_10.33.14.5_2101_20220220T0000_UTC.dat,18493,2026-09-18,ADCPTB104_10.33.14.5_2101_20220220T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,9.0,2022,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2023/02/ADCPTB104_10.33.14.5_2101_20230216T0000_UTC.dat,19003,2026-09-18,ADCPTB104_10.33.14.5_2101_20230216T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,10.0,2023,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2024/02/ADCPTB104_10.33.14.5_2101_20240218T0000_UTC.dat,18493,2026-09-18,ADCPTB104_10.33.14.5_2101_20240218T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,11.0,2024,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2025/02/ADCPTB104_10.33.14.5_2101_20250216T0000_UTC.dat,19003,2026-09-18,ADCPTB104_10.33.14.5_2101_20250216T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,12.0,2025,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2026/02/ADCPTB104_10.33.14.5_2101_20260218T0000_UTC.dat,22115,2026-09-18,ADCPTB104_10.33.14.5_2101_20260218T0000_UTC.dat
CE02SHBP-LJ01D-05-ADCPTB104,13.0,2026,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/ADCPTB104/2026/08/ADCPTB104_10.33.14.5_2101_20260830T0000_UTC.dat,19003,2026-09-18,ADCPTB104_10.33.14.5_2101_20260830T0000_UTC.dat
CE02SHBP-LJ01D-06-CTDBPN106,1.0,2014,none,-99999,2026-09-18,CTDBPN106_10.33.14.6_2101_20140925T1815_UTC.dat CTDBPN106_10.33.14.6_2101_20140925T1900_UTC.dat CTDBPN106_10.33.14.6_2101_20140925T2000_UTC.dat CTDBPN106_10.33.14.6_2101_20140925T2100_UTC.dat CTDBPN106_10.33.14.6_2101_20140925T2200_UTC.dat CTDBPN106_10.33.14.6_2101_20140925T2300_UTC.dat CTDBPN106_10.33.14.6_2101_20140926T0100_UTC.dat CTDBPN106_10.33.14.6_2101_20140926T0300_UTC.dat CTDBPN106_10.33.14.6_2101_20140926T0500_UTC.dat
CE02SHBP-LJ01D-06-CTDBPN106,2.0,2015,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2015/08/CTDBPN106_10.33.14.6_2101_20150802T1935_UTC.dat,114,,
CE02SHBP-LJ01D-06-CTDBPN106,3.0,2016,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2016/07/CTDBPN106_10.33.14.6_2101_20160725T1901_UTC.dat,7248,,
CE02SHBP-LJ01D-06-CTDBPN106,4.0,2017,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2017/09/CTDBPN106_10.33.14.6_2101_20170910T1447_UTC.dat,114,,
CE02SHBP-LJ01D-06-CTDBPN106,5.0,2018,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2018/07/CTDBPN106_10.33.14.6_2101_20180710T1913_UTC.dat,7230,,
CE02SHBP-LJ01D-06-CTDBPN106,6.0,2019,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2019/06/CTDBPN106_10.33.14.6_2101_20190623T0352_UTC.dat,114,,
CE02SHBP-LJ01D-06-CTDBPN106,7.0,2020,none,-99999,2026-09-18,
CE02SHBP-LJ01D-06-CTDBPN106,8.0,2021,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2021/08/CTDBPN106_10.33.14.6_2101_20210824T2103_UTC.dat,114,,
CE02SHBP-LJ01D-06-CTDBPN106,9.0,2022,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2022/08/CTDBPN106_10.33.14.6_2101_20220819T0550_UTC.dat,7248,,
CE02SHBP-LJ01D-06-CTDBPN106,10.0,2023,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2023/08/CTDBPN106_10.33.14.6_2101_20230822T1503_UTC.dat,114,,
CE02SHBP-LJ01D-06-CTDBPN106,11.0,2024,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2024/08/CTDBPN106_10.33.14.6_2101_20240819T1457_UTC.dat,635,,
CE02SHBP-LJ01D-06-CTDBPN106,12.0,2025,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2025/08/CTDBPN106_10.33.14.6_2101_20250828T1612_UTC.dat,114,,
CE02SHBP-LJ01D-06-CTDBPN106,13.0,2026,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/CTDBPN106/2026/08/CTDBPN106_10.33.14.6_2101_20260809T2345_UTC.dat,635,2026-09-18,CTDBPN106_10.33.14.6_2101_20260809T2345_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,1.0,2014,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2015/02/OPTAAD106_10.33.14.8_2101_20150219T2000_UTC.dat,169,2026-09-18,OPTAAD106_10.33.14.8_2101_20150219T2000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,2.0,2015,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2015/11/OPTAAD106_10.33.14.8_2101_20151103T0000_UTC.dat,221,2026-09-18,OPTAAD106_10.33.14.8_2101_20151103T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,3.0,2016,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2016/10/OPTAAD106_10.33.14.8_2101_20161023T1900_UTC.dat,243,2026-09-18,OPTAAD106_10.33.14.8_2101_20161023T1900_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,4.0,2017,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2018/02/OPTAAD106_10.33.14.8_2101_20180203T0000_UTC.dat,223,2026-09-18,OPTAAD106_10.33.14.8_2101_20180203T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,5.0,2018,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2018/12/OPTAAD106_10.33.14.8_2101_20181225T0000_UTC.dat,134,2026-09-18,OPTAAD106_10.33.14.8_2101_20181225T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,6.0,2019,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2020/01/OPTAAD106_10.33.14.8_2101_20200118T0000_UTC.dat,223,2026-09-18,OPTAAD106_10.33.14.8_2101_20200118T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,7.0,2020,none,-99999,2026-09-18,
CE02SHBP-LJ01D-08-OPTAAD106,8.0,2021,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2022/02/OPTAAD106_10.33.14.8_2101_20220220T0000_UTC.dat,223,2026-09-18,OPTAAD106_10.33.14.8_2101_20220220T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,9.0,2022,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2023/02/OPTAAD106_10.33.14.8_2101_20230216T0000_UTC.dat,169,2026-09-18,OPTAAD106_10.33.14.8_2101_20230216T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,10.0,2023,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2024/02/OPTAAD106_10.33.14.8_2101_20240218T0000_UTC.dat,221,2026-09-18,OPTAAD106_10.33.14.8_2101_20240218T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,11.0,2024,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2025/02/OPTAAD106_10.33.14.8_2101_20250215T1800_UTC.dat,134,2026-09-18,OPTAAD106_10.33.14.8_2101_20250215T1800_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,12.0,2025,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2025/11/OPTAAD106_10.33.14.8_2101_20251111T0000_UTC.dat,204,2026-09-18,OPTAAD106_10.33.14.8_2101_20251111T0000_UTC.dat
CE02SHBP-LJ01D-08-OPTAAD106,13.0,2026,https://rawdata.oceanobservatories.org/files/CE02SHBP/LJ01D/OPTAAD106/2026/08/OPTAAD106_10.33.14.8_2101_20260830T0000_UTC.dat,186,2026-09-18,OPTAAD106_10.33.14.8_2101_20260830T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,1.0,2014,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2015/02/ADCPSI103_10.33.12.5_2101_20150207T0000_UTC.dat,18153,2026-09-18,ADCPSI103_10.33.12.5_2101_20150207T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,2.0,2015,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2016/01/ADCPSI103_10.33.12.5_2101_20160127T0000_UTC.dat,21498,2026-09-18,ADCPSI103_10.33.12.5_2101_20160127T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,3.0,2016,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2017/01/ADCPSI103_10.33.12.5_2101_20170131T0000_UTC.dat,18153,2026-09-18,ADCPSI103_10.33.12.5_2101_20170131T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,4.0,2017,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2018/01/ADCPSI103_10.33.12.5_2101_20180117T0000_UTC.dat,21498,2026-09-18,ADCPSI103_10.33.12.5_2101_20180117T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,5.0,2018,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2018/12/ADCPSI103_10.33.12.5_2101_20181222T0000_UTC.dat,18153,2026-09-18,ADCPSI103_10.33.12.5_2101_20181222T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,6.0,2019,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2020/01/ADCPSI103_10.33.12.5_2101_20200121T0000_UTC.dat,18975,2026-09-18,ADCPSI103_10.33.12.5_2101_20200121T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,7.0,2020,none,-99999,2026-09-18,
CE04OSBP-LJ01C-05-ADCPSI103,8.0,2021,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2022/02/ADCPSI103_10.33.12.5_2101_20220220T0000_UTC.dat,18153,2026-09-18,ADCPSI103_10.33.12.5_2101_20220220T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,9.0,2022,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2023/02/ADCPSI103_10.33.12.5_2101_20230216T0000_UTC.dat,21498,2026-09-18,ADCPSI103_10.33.12.5_2101_20230216T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,10.0,2023,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2024/02/ADCPSI103_10.33.12.5_2101_20240221T0000_UTC.dat,18153,2026-09-18,ADCPSI103_10.33.12.5_2101_20240221T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,11.0,2024,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2025/02/ADCPSI103_10.33.12.5_2101_20250224T0000_UTC.dat,21498,2026-09-18,ADCPSI103_10.33.12.5_2101_20250224T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,12.0,2025,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2026/02/ADCPSI103_10.33.12.5_2101_20260218T0000_UTC.dat,18153,2026-09-18,ADCPSI103_10.33.12.5_2101_20260218T0000_UTC.dat
CE04OSBP-LJ01C-05-ADCPSI103,13.0,2026,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/ADCPSI103/2026/08/ADCPSI103_10.33.12.5_2101_20260830T0000_UTC.dat,21498,2026-09-18,ADCPSI103_10.33.12.5_2101_20260830T0000_UTC.dat
CE04OSBP-LJ01C-06-CTDBPO108,1.0,2014,none,-99999,2026-09-18,CTDBPO108_10.33.12.6_2101_20140825T1844_UTC.dat CTDBPO108_10.33.12.6_2101_20140825T1900_UTC.dat CTDBPO108_10.33.12.6_2101_20140825T2000_UTC.dat CTDBPO108_10.33.12.6_2101_20140825T2100_UTC.dat CTDBPO108_10.33.12.6_2101_20140825T2200_UTC.dat CTDBPO108_10.33.12.6_2101_20140825T2300_UTC.dat CTDBPO108_10.33.12.6_2101_20140826T0100_UTC.dat CTDBPO108_10.33.12.6_2101_20140826T0300_UTC.dat CTDBPO108_10.33.12.6_2101_20140826T0500_UTC.dat
CE04OSBP-LJ01C-06-CTDBPO108,2.0,2015,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2015/08/CTDBPO108_10.33.12.6_2101_20150803T2308_UTC.dat,7249,,
CE04OSBP-LJ01C-06-CTDBPO108,3.0,2016,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2016/07/CTDBPO108_10.33.12.6_2101_20160725T1949_UTC.dat,7231,,
CE04OSBP-LJ01C-06-CTDBPO108,4.0,2017,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2017/08/CTDBPO108_10.33.12.6_2101_20170810T0000_UTC.dat,7249,,
CE04OSBP-LJ01C-06-CTDBPO108,5.0,2018,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2018/06/CTDBPO108_10.33.12.6_2101_20180625T1628_UTC.dat,7231,,
CE04OSBP-LJ01C-06-CTDBPO108,6.0,2019,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2019/06/CTDBPO108_10.33.12.6_2101_20190623T2252_UTC.dat,7249,,
CE04OSBP-LJ01C-06-CTDBPO108,7.0,2020,none,-99999,2026-09-18,
CE04OSBP-LJ01C-06-CTDBPO108,8.0,2021,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2021/08/CTDBPO108_10.33.12.6_2101_20210824T2029_UTC.dat,7249,,
CE04OSBP-LJ01C-06-CTDBPO108,9.0,2022,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2022/08/CTDBPO108_10.33.12.6_2101_20220820T0215_UTC.dat,7231,,
CE04OSBP-LJ01C-06-CTDBPO108,10.0,2023,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2023/08/CTDBPO108_10.33.12.6_2101_20230829T0055_UTC.dat,7249,,
CE04OSBP-LJ01C-06-CTDBPO108,11.0,2024,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2024/08/CTDBPO108_10.33.12.6_2101_20240822T1509_UTC.dat,7231,,
CE04OSBP-LJ01C-06-CTDBPO108,12.0,2025,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2025/08/CTDBPO108_10.33.12.6_2101_20250828T0340_UTC.dat,117,,
CE04OSBP-LJ01C-06-CTDBPO108,13.0,2026,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/CTDBPO108/2026/08/CTDBPO108_10.33.12.6_2101_20260810T0000_UTC.dat,7231,2026-09-18,CTDBPO108_10.33.12.6_2101_20260810T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,1.0,2014,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2015/02/OPTAAC104_10.33.12.8_2101_20150207T0000_UTC.dat,140,2026-09-18,OPTAAC104_10.33.12.8_2101_20150207T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,2.0,2015,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2015/10/OPTAAC104_10.33.12.8_2101_20151030T0500_UTC.dat,191,2026-09-18,OPTAAC104_10.33.12.8_2101_20151103T0033_UTC.dat OPTAAC104_10.33.12.8_2101_20151103T0031_UTC.dat OPTAAC104_10.33.12.8_2101_20151030T0500_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,3.0,2016,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2017/01/OPTAAC104_10.33.12.8_2101_20170109T1800_UTC.dat,140,2026-09-18,OPTAAC104_10.33.12.8_2101_20170109T1800_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,4.0,2017,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2018/01/OPTAAC104_10.33.12.8_2101_20180117T0000_UTC.dat,141,2026-09-18,OPTAAC104_10.33.12.8_2101_20180117T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,5.0,2018,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2018/12/OPTAAC104_10.33.12.8_2101_20181222T0000_UTC.dat,157,2026-09-18,OPTAAC104_10.33.12.8_2101_20181222T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,6.0,2019,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2020/01/OPTAAC104_10.33.12.8_2101_20200121T0000_UTC.dat,140,2026-09-18,OPTAAC104_10.33.12.8_2101_20200121T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,7.0,2020,none,-99999,2026-09-18,
CE04OSBP-LJ01C-08-OPTAAC104,8.0,2021,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2022/02/OPTAAC104_10.33.12.8_2101_20220220T0000_UTC.dat,140,2026-09-18,OPTAAC104_10.33.12.8_2101_20220220T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,9.0,2022,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2023/02/OPTAAC104_10.33.12.8_2101_20230202T0000_UTC.dat,191,2026-09-18,OPTAAC104_10.33.12.8_2101_20230202T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,10.0,2023,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2024/02/OPTAAC104_10.33.12.8_2101_20240221T0000_UTC.dat,140,2026-09-18,OPTAAC104_10.33.12.8_2101_20240221T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,11.0,2024,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2025/02/OPTAAC104_10.33.12.8_2101_20250224T0000_UTC.dat,191,2026-09-18,OPTAAC104_10.33.12.8_2101_20250224T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,12.0,2025,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2026/02/OPTAAC104_10.33.12.8_2101_20260218T0000_UTC.dat,243,2026-09-18,OPTAAC104_10.33.12.8_2101_20260218T0000_UTC.dat
CE04OSBP-LJ01C-08-OPTAAC104,13.0,2026,https://rawdata.oceanobservatories.org/files/CE04OSBP/LJ01C/OPTAAC104/2026/08/OPTAAC104_10.33.12.8_2101_20260830T0000_UTC.dat,191,2026-09-18,OPTAAC104_10.33.12.8_2101_20260830T0000_UTC.dat
CE04OSPD-DP01B-00-ENG000000,1.0,2014,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,2.0,2015,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,3.0,2016,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,4.0,2017,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,5.0,2017,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,6.0,2018,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,7.0,2019,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,8.0,2019,none,-99999,2026-09-18,
CE04OSPD-DP01B-00-ENG000000,9.0,2020,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2021/07/13/sernums_hi-res_405_20210713T183138_UTC.txt,5,2026-09-18,sernums_hi-res_405_20210713T183138_UTC.txt
CE04OSPD-DP01B-00-ENG000000,10.0,2021,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2022/02/23/sernums_hi-res_7603_20220223T143906_UTC.txt,5,2026-09-18,sernums_hi-res_7603_20220223T143906_UTC.txt
CE04OSPD-DP01B-00-ENG000000,11.0,2022,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2023/03/03/sernums_hi-res_7835_20230303T140215_UTC.txt,4,2026-09-18,sernums_hi-res_7835_20230303T140215_UTC.txt
CE04OSPD-DP01B-00-ENG000000,12.0,2023,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2024/03/03/sernums_hi-res_2654_20240303T160039_UTC.txt,5,2026-09-18,sernums_hi-res_2654_20240303T160039_UTC.txt
CE04OSPD-DP01B-00-ENG000000,13.0,2024,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2025/02/18/sernums_hi-res_6246_20250218T021113_UTC.txt,4,2026-09-18,sernums_hi-res_6246_20250218T021113_UTC.txt
CE04OSPD-DP01B-00-ENG000000,,2017,none,-99999,,
CE04OSPD-DP01B-00-ENG000000,,2019,none,-99999,,
CE04OSPD-DP01B-01-CTDPFL105,1.0,2014,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,2.0,2015,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,3.0,2016,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,4.0,2017,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,5.0,2017,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,6.0,2018,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,7.0,2019,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,8.0,2019,none,-99999,2026-09-18,
CE04OSPD-DP01B-01-CTDPFL105,9.0,2020,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2021/07/13/sernums_hi-res_405_20210713T183138_UTC.txt,146,2026-09-18,sernums_hi-res_405_20210713T183138_UTC.txt
CE04OSPD-DP01B-01-CTDPFL105,10.0,2021,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2022/02/23/sernums_hi-res_7603_20220223T143906_UTC.txt,146,2026-09-18,sernums_hi-res_7603_20220223T143906_UTC.txt
CE04OSPD-DP01B-01-CTDPFL105,11.0,2022,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2023/03/03/sernums_hi-res_7835_20230303T140215_UTC.txt,139,2026-09-18,sernums_hi-res_7835_20230303T140215_UTC.txt
CE04OSPD-DP01B-01-CTDPFL105,12.0,2023,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2024/03/03/sernums_hi-res_2654_20240303T160039_UTC.txt,146,2026-09-18,sernums_hi-res_2654_20240303T160039_UTC.txt
CE04OSPD-DP01B-01-CTDPFL105,13.0,2024,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2025/02/18/sernums_hi-res_6246_20250218T021113_UTC.txt,145,2026-09-18,sernums_hi-res_6246_20250218T021113_UTC.txt
CE04OSPD-DP01B-01-CTDPFL105,,2017,none,-99999,,
CE04OSPD-DP01B-01-CTDPFL105,,2019,none,-99999,,
CE04OSPD-DP01B-02-VEL3DA105,1.0,2014,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,2.0,2015,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,3.0,2016,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,4.0,2017,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,5.0,2017,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,6.0,2018,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,7.0,2019,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,8.0,2019,none,-99999,2026-09-18,
CE04OSPD-DP01B-02-VEL3DA105,9.0,2020,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2021/07/13/sernums_hi-res_405_20210713T183138_UTC.txt,1130,2026-09-18,sernums_hi-res_405_20210713T183138_UTC.txt
CE04OSPD-DP01B-02-VEL3DA105,10.0,2021,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2022/02/23/sernums_hi-res_7603_20220223T143906_UTC.txt,1130,2026-09-18,sernums_hi-res_7603_20220223T143906_UTC.txt
CE04OSPD-DP01B-02-VEL3DA105,11.0,2022,https://rawdata.oceanobservatories.org/files/CE04OSPD/PD01B/eng_data/2023/03/03/sernums_hi-res_7835_20230303T140215_UTC.txt,1148,2026-09-18,sernums_hi-res_7835_20230303T140215_UTC.txt
