referenceDesignator,deployYear,rawFile,rawSerialNumber
RS01SBPS-SF01A-4A-NUTNRA101,2022,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2022/09/NUTNRA101_10.33.3.206_2101_20220915T1620_UTC.dat,380
RS01SBPS-SF01A-4A-NUTNRA101,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2021/08/NUTNRA101_10.33.3.206_2101_20210824T2323_UTC.dat,617
RS01SBPS-SF01A-4A-NUTNRA101,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2020/08/NUTNRA101_10.33.3.206_2101_20200803T1643_UTC.dat,380
RS01SBPS-SF01A-4A-NUTNRA101,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2019/06/NUTNRA101_10.33.3.206_2101_20190614T2309_UTC.dat,617
RS01SBPS-SF01A-4A-NUTNRA101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2018/07/NUTNRA101_10.33.3.206_2101_20180710T1702_UTC.dat,380
RS01SBPS-SF01A-4A-NUTNRA101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2018/06/NUTNRA101_10.33.3.206_2101_20180624T1610_UTC.dat,429
RS01SBPS-SF01A-4A-NUTNRA101,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2017/08/NUTNRA101_10.33.3.206_2101_20170804T1900_UTC.dat,617
RS01SBPS-SF01A-4A-NUTNRA101,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2016/07/NUTNRA101_10.33.3.206_2101_20160718T1757_UTC.dat,380
RS01SBPS-SF01A-4A-NUTNRA101,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2015/07/NUTNRA101_10.33.3.206_2101_20150708T2020_UTC.dat,617
RS01SBPS-SF01A-4A-NUTNRA101,2014,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/NUTNRA101/2014/10/NUTNRA101_10.33.3.206_2101_20141006T2152_UTC.dat,380
RS01SBPS-SF01A-3D-SPKIRA101,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2025/08/SPKIRA101_10.33.3.204_2101_20250817T0000_UTC.dat,267
RS01SBPS-SF01A-3D-SPKIRA101,2025,none,-99999
RS01SBPS-SF01A-3D-SPKIRA101,2024,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2024/08/SPKIRA101_10.33.3.204_2101_20240812T0320_UTC.dat,245
RS01SBPS-SF01A-3D-SPKIRA101,2023,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2023/08/SPKIRA101_10.33.3.204_2101_20230820T0000_UTC.dat,267
RS01SBPS-SF01A-3D-SPKIRA101,2022,none,-99999
RS01SBPS-SF01A-3D-SPKIRA101,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2021/08/SPKIRA101_10.33.3.204_2101_20210827T0000_UTC.dat,292
RS01SBPS-SF01A-3D-SPKIRA101,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2020/08/SPKIRA101_10.33.3.204_2101_20200806T0000_UTC.dat,245
RS01SBPS-SF01A-3D-SPKIRA101,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2019/06/SPKIRA101_10.33.3.204_2101_20190617T0000_UTC.dat,292
RS01SBPS-SF01A-3D-SPKIRA101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2018/07/SPKIRA101_10.33.3.204_2101_20180712T0000_UTC.dat,267
RS01SBPS-SF01A-3D-SPKIRA101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2018/06/SPKIRA101_10.33.3.204_2101_20180627T0000_UTC.dat,244
RS01SBPS-SF01A-3D-SPKIRA101,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2017/08/SPKIRA101_10.33.3.204_2101_20170807T0000_UTC.dat,292
RS01SBPS-SF01A-3D-SPKIRA101,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2016/07/SPKIRA101_10.33.3.204_2101_20160721T0000_UTC.dat,245
RS01SBPS-SF01A-3D-SPKIRA101,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2015/07/SPKIRA101_10.33.3.204_2101_20150708T2021_UTC.dat,292
RS01SBPS-SF01A-3D-SPKIRA101,2014,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/SPKIRA101/2014/10/SPKIRA101_10.33.3.204_2101_20141008T0000_UTC.dat,245
RS01SBPS-SF01A-3C-PARADA101,2025,none,-99999
RS01SBPS-SF01A-3C-PARADA101,2025,none,-99999
RS01SBPS-SF01A-3C-PARADA101,2024,none,-99999
RS01SBPS-SF01A-3C-PARADA101,2023,none,-99999
RS01SBPS-SF01A-3C-PARADA101,2022,none,-99999
RS01SBPS-SF01A-3C-PARADA101,2021,none,-99999
RS01SBPS-SF01A-3C-PARADA101,2020,none,-99999
RS01SBPS-SF01A-3C-PARADA101,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/PARADA101/2019/06/PARADA101_10.33.3.203_2101_20190617T0000_UTC.dat,556
RS01SBPS-SF01A-3C-PARADA101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/PARADA101/2018/07/PARADA101_10.33.3.203_2101_20180712T0000_UTC.dat,464
RS01SBPS-SF01A-3C-PARADA101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/PARADA101/2018/06/PARADA101_10.33.3.203_2101_20180627T0000_UTC.dat,463
RS01SBPS-SF01A-3C-PARADA101,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/PARADA101/2017/08/PARADA101_10.33.3.203_2101_20170807T0000_UTC.dat,556
RS01SBPS-SF01A-3C-PARADA101,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/PARADA101/2016/07/PARADA101_10.33.3.203_2101_20160721T0000_UTC.dat,464
RS01SBPS-SF01A-3C-PARADA101,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/PARADA101/2015/07/PARADA101_10.33.3.203_2101_20150709T0000_UTC.dat,556
RS01SBPS-SF01A-3C-PARADA101,2014,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/PARADA101/2014/10/PARADA101_10.33.3.203_2101_20141008T0000_UTC.dat,464
RS01SBPS-SF01A-3B-OPTAAD101,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2025/08/OPTAAD101_10.33.3.202_2101_20250817T0722_UTC.dat,221
RS01SBPS-SF01A-3B-OPTAAD101,2025,none,-99999
RS01SBPS-SF01A-3B-OPTAAD101,2024,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2024/08/OPTAAD101_10.33.3.202_2101_20240824T0722_UTC.dat,186
RS01SBPS-SF01A-3B-OPTAAD101,2023,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2023/08/OPTAAD101_10.33.3.202_2101_20230831T0722_UTC.dat,223
RS01SBPS-SF01A-3B-OPTAAD101,2022,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2022/09/OPTAAD101_10.33.3.202_2101_20220918T0722_UTC.dat,244
RS01SBPS-SF01A-3B-OPTAAD101,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2021/08/OPTAAD101_10.33.3.202_2101_20210830T0722_UTC.dat,186
RS01SBPS-SF01A-3B-OPTAAD101,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2020/09/OPTAAD101_10.33.3.202_2101_20200901T2042_UTC.dat,244
RS01SBPS-SF01A-3B-OPTAAD101,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2019/06/OPTAAD101_10.33.3.202_2101_20190625T0721_UTC.dat,186
RS01SBPS-SF01A-3B-OPTAAD101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2018/07/OPTAAD101_10.33.3.202_2101_20180712T0722_UTC.dat,244
RS01SBPS-SF01A-3B-OPTAAD101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2018/06/OPTAAD101_10.33.3.202_2101_20180627T0722_UTC.dat,251
RS01SBPS-SF01A-3B-OPTAAD101,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2017/10/OPTAAD101_10.33.3.202_2101_20171006T2327_UTC.dat,186
RS01SBPS-SF01A-3B-OPTAAD101,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2016/07/OPTAAD101_10.33.3.202_2101_20160721T0000_UTC.dat,169
RS01SBPS-SF01A-3B-OPTAAD101,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/OPTAAD101/2015/07/OPTAAD101_10.33.3.202_2101_20150710T0000_UTC.dat,244
RS01SBPS-SF01A-3B-OPTAAD101,2014,none,-99999
RS01SBPS-SF01A-3A-FLORTD101,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2025/08/FLORTD101_10.33.3.201_2101_20250812T1638_UTC.dat,1150
RS01SBPS-SF01A-3A-FLORTD101,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2025/08/FLORTD101_10.33.3.201_2101_20250812T1638_UTC.dat,1150
RS01SBPS-SF01A-3A-FLORTD101,2024,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2024/08/FLORTD101_10.33.3.201_2101_20240809T2338_UTC.dat,1130
RS01SBPS-SF01A-3A-FLORTD101,2023,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2023/08/FLORTD101_10.33.3.201_2101_20230817T2126_UTC.dat,1150
RS01SBPS-SF01A-3A-FLORTD101,2022,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2022/09/FLORTD101_10.33.3.201_2101_20220915T1620_UTC.dat,1130
RS01SBPS-SF01A-3A-FLORTD101,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2021/08/FLORTD101_10.33.3.201_2101_20210824T2323_UTC.dat,1292
RS01SBPS-SF01A-3A-FLORTD101,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2020/08/FLORTD101_10.33.3.201_2101_20200803T1643_UTC.dat,1130
RS01SBPS-SF01A-3A-FLORTD101,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2019/06/FLORTD101_10.33.3.201_2101_20190614T2309_UTC.dat,1292
RS01SBPS-SF01A-3A-FLORTD101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2018/07/FLORTD101_10.33.3.201_2101_20180710T1657_UTC.dat,1195
RS01SBPS-SF01A-3A-FLORTD101,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2018/06/FLORTD101_10.33.3.201_2101_20180624T1610_UTC.dat,1028
RS01SBPS-SF01A-3A-FLORTD101,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2017/08/FLORTD101_10.33.3.201_2101_20170804T1900_UTC.dat,1292
RS01SBPS-SF01A-3A-FLORTD101,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2016/07/FLORTD101_10.33.3.201_2101_20160718T1746_UTC.dat,1130
RS01SBPS-SF01A-3A-FLORTD101,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2015/07/FLORTD101_10.33.3.201_2101_20150708T2021_UTC.dat,1292
RS01SBPS-SF01A-3A-FLORTD101,2014,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/FLORTD101/2014/10/FLORTD101_10.33.3.201_2101_20141006T2147_UTC.dat,1130
RS01SBPS-SF01A-2A-CTDPFA102,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2025/08/CTDPFA102_10.33.3.195_2101_20250812T1638_UTC.dat,0115
RS01SBPS-SF01A-2A-CTDPFA102,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2025/08/CTDPFA102_10.33.3.195_2101_20250812T1638_UTC.dat,0115
RS01SBPS-SF01A-2A-CTDPFA102,2024,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2024/08/CTDPFA102_10.33.3.195_2101_20240809T2338_UTC.dat,0030
RS01SBPS-SF01A-2A-CTDPFA102,2023,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2023/08/CTDPFA102_10.33.3.195_2101_20230817T2126_UTC.dat,0115
RS01SBPS-SF01A-2A-CTDPFA102,2022,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2022/09/CTDPFA102_10.33.3.195_2101_20220915T1620_UTC.dat,7205
RS01SBPS-SF01A-2A-CTDPFA102,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2021/08/CTDPFA102_10.33.3.195_2101_20210824T2323_UTC.dat,0030
RS01SBPS-SF01A-2A-CTDPFA102,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2020/08/CTDPFA102_10.33.3.195_2101_20200803T1643_UTC.dat,7205
RS01SBPS-SF01A-2A-CTDPFA102,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2019/06/CTDPFA102_10.33.3.195_2101_20190614T2309_UTC.dat,0115
RS01SBPS-SF01A-2A-CTDPFA102,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2018/07/CTDPFA102_10.33.3.195_2101_20180710T1656_UTC.dat,7232
RS01SBPS-SF01A-2A-CTDPFA102,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2018/06/CTDPFA102_10.33.3.195_2101_20180624T1610_UTC.dat,7205
RS01SBPS-SF01A-2A-CTDPFA102,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2017/08/CTDPFA102_10.33.3.195_2101_20170804T1900_UTC.dat,0115
RS01SBPS-SF01A-2A-CTDPFA102,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2016/07/CTDPFA102_10.33.3.195_2101_20160718T1738_UTC.dat,7205
RS01SBPS-SF01A-2A-CTDPFA102,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2015/07/CTDPFA102_10.33.3.195_2101_20150708T2022_UTC.dat,0115
RS01SBPS-SF01A-2A-CTDPFA102,2014,https://rawdata.oceanobservatories.org/files/RS01SBPS/SF01A/CTDPFA102/2014/10/CTDPFA102_10.33.3.195_2101_20141006T2146_UTC.dat,7205
RS01SBPS-PC01A-4C-FLORDD103,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2025/08/FLORDD103_10.33.3.137_2101_20250812T1637_UTC.dat,1129
RS01SBPS-PC01A-4C-FLORDD103,2024,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2024/08/FLORDD103_10.33.3.137_2101_20240809T2348_UTC.dat,1132
RS01SBPS-PC01A-4C-FLORDD103,2023,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2023/08/FLORDD103_10.33.3.137_2101_20230817T2101_UTC.dat,1129
RS01SBPS-PC01A-4C-FLORDD103,2022,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2022/09/FLORDD103_10.33.3.137_2101_20220915T1608_UTC.dat,1132
RS01SBPS-PC01A-4C-FLORDD103,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2021/08/FLORDD103_10.33.3.137_2101_20210824T2134_UTC.dat,1129
RS01SBPS-PC01A-4C-FLORDD103,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2020/08/FLORDD103_10.33.3.137_2101_20200803T1545_UTC.dat,1132
RS01SBPS-PC01A-4C-FLORDD103,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2019/06/FLORDD103_10.33.3.137_2101_20190614T2143_UTC.dat,1129
RS01SBPS-PC01A-4C-FLORDD103,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2018/06/FLORDD103_10.33.3.137_2101_20180624T1548_UTC.dat,1131
RS01SBPS-PC01A-4C-FLORDD103,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2017/08/FLORDD103_10.33.3.137_2101_20170804T1850_UTC.dat,1297
RS01SBPS-PC01A-4C-FLORDD103,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2016/07/FLORDD103_10.33.3.137_2101_20160718T1658_UTC.dat,1132
RS01SBPS-PC01A-4C-FLORDD103,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2015/07/FLORDD103_10.33.3.137_2101_20150708T2016_UTC.dat,1297
RS01SBPS-PC01A-4C-FLORDD103,2014,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/FLORDD103/2014/10/FLORDD103_10.33.3.137_2101_20141002T2203_UTC.dat,1132
RS01SBPS-PC01A-4A-CTDPFA103,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2025/08/CTDPFA103_10.33.3.135_2101_20250812T1637_UTC.dat,0118
RS01SBPS-PC01A-4A-CTDPFA103,2024,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2024/08/CTDPFA103_10.33.3.135_2101_20240809T2348_UTC.dat,6914
RS01SBPS-PC01A-4A-CTDPFA103,2023,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2023/08/CTDPFA103_10.33.3.135_2101_20230817T2101_UTC.dat,0118
RS01SBPS-PC01A-4A-CTDPFA103,2022,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2022/09/CTDPFA103_10.33.3.135_2101_20220915T1608_UTC.dat,6914
RS01SBPS-PC01A-4A-CTDPFA103,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2021/08/CTDPFA103_10.33.3.135_2101_20210824T2134_UTC.dat,0118
RS01SBPS-PC01A-4A-CTDPFA103,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2020/08/CTDPFA103_10.33.3.135_2101_20200803T1545_UTC.dat,6914
RS01SBPS-PC01A-4A-CTDPFA103,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2019/06/CTDPFA103_10.33.3.135_2101_20190614T2143_UTC.dat,0118
RS01SBPS-PC01A-4A-CTDPFA103,2018,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2018/06/CTDPFA103_10.33.3.135_2101_20180624T1548_UTC.dat,6914
RS01SBPS-PC01A-4A-CTDPFA103,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2017/08/CTDPFA103_10.33.3.135_2101_20170804T1850_UTC.dat,0118
RS01SBPS-PC01A-4A-CTDPFA103,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2016/07/CTDPFA103_10.33.3.135_2101_20160718T1659_UTC.dat,6914
RS01SBPS-PC01A-4A-CTDPFA103,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2015/07/CTDPFA103_10.33.3.135_2101_20150708T2003_UTC.dat,0118
RS01SBPS-PC01A-4A-CTDPFA103,2014,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/CTDPFA103/2014/10/CTDPFA103_10.33.3.135_2101_20141002T2203_UTC.dat,6914
RS01SBPS-PC01A-06-VADCPB101,2025,none,-99999
RS01SBPS-PC01A-06-VADCPB101,2024,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2023,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2022,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2021,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2020,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2019,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2018,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2017,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2016,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2015,none,-99999
RS01SBPS-PC01A-06-VADCPA101,2014,none,-99999
RS01SBPS-PC01A-05-ADCPTD102,2025,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2025/08/ADCPTD102_10.33.3.143_2101_20250816T0000_UTC.dat,23338
RS01SBPS-PC01A-05-ADCPTD102,2024,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2024/08/ADCPTD102_10.33.3.143_2101_20240812T0000_UTC.dat,23339
RS01SBPS-PC01A-05-ADCPTD102,2023,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2023/08/ADCPTD102_10.33.3.143_2101_20230820T0000_UTC.dat,23338
RS01SBPS-PC01A-05-ADCPTD102,2022,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2022/09/ADCPTD102_10.33.3.143_2101_20220918T0000_UTC.dat,23339
RS01SBPS-PC01A-05-ADCPTD102,2021,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2021/08/ADCPTD102_10.33.3.143_2101_20210827T0000_UTC.dat,23338
RS01SBPS-PC01A-05-ADCPTD102,2020,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2020/08/ADCPTD102_10.33.3.143_2101_20200806T0000_UTC.dat,18478
RS01SBPS-PC01A-05-ADCPTD102,2019,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2019/06/ADCPTD102_10.33.3.143_2101_20190617T0000_UTC.dat,23338
RS01SBPS-PC01A-05-ADCPTD102,2018,none,-99999
RS01SBPS-PC01A-05-ADCPTD102,2017,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2017/08/ADCPTD102_10.33.3.143_2101_20170807T0000_UTC.dat,23338
RS01SBPS-PC01A-05-ADCPTD102,2016,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2016/07/ADCPTD102_10.33.3.143_2101_20160721T0000_UTC.dat,18980
RS01SBPS-PC01A-05-ADCPTD102,2015,https://rawdata.oceanobservatories.org/files/RS01SBPS/PC01A/ADCPTD102/2015/07/ADCPTD102_10.33.3.143_2101_20150711T0000_UTC.dat,23338
RS01SBPS-PC01A-05-ADCPTD102,2014,none,-99999
RS01SBPD-DP01A-06-DOSTAD104,2023,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2023/09/12/sernums_hi-res_251_20230912T120054_UTC.txt,317
RS01SBPD-DP01A-06-DOSTAD104,2022,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2022/08/30/sernums_hi-res_264_20220830T000151_UTC.txt,137
RS01SBPD-DP01A-06-DOSTAD104,2021,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2021/08/24/sernums_hi-res_512_20210824T062003_UTC.txt,125
RS01SBPD-DP01A-06-DOSTAD104,2020,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2020/08/12/sernums_hi-res_204_20200812T225700_UTC.txt,458
RS01SBPD-DP01A-06-DOSTAD104,2019,none,-99999
RS01SBPD-DP01A-06-DOSTAD104,2018,none,-99999
RS01SBPD-DP01A-06-DOSTAD104,2016,none,-99999
RS01SBPD-DP01A-06-DOSTAD104,2015,none,-99999
RS01SBPD-DP01A-06-DOSTAD104,2014,none,-99999
RS01SBPD-DP01A-05-OPTAAC102,2016,none,-99999
RS01SBPD-DP01A-05-OPTAAC102,2015,none,-99999
RS01SBPD-DP01A-04-FLNTUA102,2023,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2023/09/12/sernums_hi-res_251_20230912T120054_UTC.txt,3397
RS01SBPD-DP01A-04-FLNTUA102,2022,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2022/08/30/sernums_hi-res_264_20220830T000151_UTC.txt,3468
RS01SBPD-DP01A-04-FLNTUA102,2021,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2021/08/24/sernums_hi-res_512_20210824T062003_UTC.txt,3637
RS01SBPD-DP01A-04-FLNTUA102,2020,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2020/08/12/sernums_hi-res_204_20200812T225700_UTC.txt,3099
RS01SBPD-DP01A-04-FLNTUA102,2019,none,-99999
RS01SBPD-DP01A-04-FLNTUA102,2018,none,-99999
RS01SBPD-DP01A-04-FLNTUA102,2016,none,-99999
RS01SBPD-DP01A-04-FLNTUA102,2015,none,-99999
RS01SBPD-DP01A-04-FLNTUA102,2014,none,-99999
RS01SBPD-DP01A-03-FLCDRA102,2023,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2023/09/12/sernums_hi-res_251_20230912T120054_UTC.txt,3717
RS01SBPD-DP01A-03-FLCDRA102,2022,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2022/08/30/sernums_hi-res_264_20220830T000151_UTC.txt,3460
RS01SBPD-DP01A-03-FLCDRA102,2021,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2021/08/24/sernums_hi-res_512_20210824T062003_UTC.txt,3715
RS01SBPD-DP01A-03-FLCDRA102,2020,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2020/08/12/sernums_hi-res_204_20200812T225700_UTC.txt,3098
RS01SBPD-DP01A-03-FLCDRA102,2019,none,-99999
RS01SBPD-DP01A-03-FLCDRA102,2018,none,-99999
RS01SBPD-DP01A-03-FLCDRA102,2016,none,-99999
RS01SBPD-DP01A-03-FLCDRA102,2015,none,-99999
RS01SBPD-DP01A-03-FLCDRA102,2014,none,-99999
RS01SBPD-DP01A-02-VEL3DA103,2023,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2023/09/12/sernums_hi-res_251_20230912T120054_UTC.txt,1215
RS01SBPD-DP01A-02-VEL3DA103,2022,none,-99999
RS01SBPD-DP01A-02-VEL3DA103,2021,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2021/08/24/sernums_hi-res_512_20210824T062003_UTC.txt,1216
RS01SBPD-DP01A-02-VEL3DA103,2020,https://rawdata.oceanobservatories.org/files/RS01SBPD/PD01A/eng_data/2020/08/12/sernums_hi-res_204_20200812T225700_UTC.txt,1214
RS01SBPD-DP01A-02-VEL3DA103,2019,none,-99999
RS01SBPD-DP01A-02-VEL3DA103,2018,none,-99999
RS01SBPD-DP01A-02-VEL3DA103,2016,none,-99999
RS01SBPD-DP01A-02-VEL3DA103,2015,none,-99999
RS01SBPD-DP01A-02-VEL3DA103,2014,none,-99999
